step 0, loss 0.8543756008148193
step 876, loss 0.19829738962186197
step 877, loss 0.2003038569766237
step 878, loss 0.20446740637522523
step 879, loss 0.20762393519551978
step 880, loss 0.2077994970554539
step 881, loss 0.20518255186746373
step 882, loss 0.20296048330667485
step 883, loss 0.19877597875061218
step 884, loss 0.1989550905227296
step 885, loss 0.2077406659841209
step 886, loss 0.2015174417304697
step 887, loss 0.199729618901703
step 888, loss 0.19754685086729518
step 889, loss 0.19795685222198717
step 890, loss 0.20533728787705438
step 891, loss 0.2092390882021648
step 892, loss 0.19844307396231256
step 893, loss 0.19285648220853355
step 894, loss 0.19537180501886917
step 895, loss 0.2079787090897743
step 896, loss 0.20172016788841943
step 897, loss 0.19842131557454162
step 898, loss 0.19724398662796164
step 899, loss 0.1873096285177816
step 900, loss 0.17585996385635874
step 901, loss 0.1729337387939269
step 902, loss 0.17710845443546544
step 903, loss 0.185588631984053
step 904, loss 0.19236725028436596
step 905, loss 0.190832638347875
step 906, loss 0.20009889924949192
step 907, loss 0.21220257035874532
step 908, loss 0.21568882899269348
step 909, loss 0.2221473017643531
step 910, loss 0.2220578455308652
step 911, loss 0.223717909757457
step 912, loss 0.21476632956042452
step 913, loss 0.21105357053912788
step 914, loss 0.21457792111966412
step 915, loss 0.21770075221717416
step 916, loss 0.2161676102268105
step 917, loss 0.21530200362688948
step 918, loss 0.2089986263557075
step 919, loss 0.20294743408356297
step 920, loss 0.20299757685894537
step 921, loss 0.20585609674425215
step 922, loss 0.20704351991389355
step 923, loss 0.20935868588066842
step 924, loss 0.21023715466538143
step 925, loss 0.20796877679478293
step 926, loss 0.20790527645276038
step 927, loss 0.2047753740864341
step 928, loss 0.2009419419929991
step 929, loss 0.19935309605887025
step 930, loss 0.20094805404922805
step 931, loss 0.20077679108424284
step 932, loss 0.20846372143188088
step 933, loss 0.20650877620958363
step 934, loss 0.19873735963865885
step 935, loss 0.1946725621184537
step 936, loss 0.19604809800036216
step 937, loss 0.19190629320663927
step 938, loss 0.19742625651350068
step 939, loss 0.20401536253920596
step 940, loss 0.2040294035777277
step 941, loss 0.20262384782774684
step 942, loss 0.20503890994677043
step 943, loss 0.20492352232476263
step 944, loss 0.20025768445557526
step 945, loss 0.19519264161550556
step 946, loss 0.19570724362102349
step 947, loss 0.2004325273093629
step 948, loss 0.20453777454409433
step 949, loss 0.20396403409940095
step 950, loss 0.20118008647473537
step 951, loss 0.20212849611740008
step 952, loss 0.20130290807516005
step 953, loss 0.1985026006808635
step 954, loss 0.20041514977014868
step 955, loss 0.20565008709606655
step 956, loss 0.2022056393901449
step 957, loss 0.19624528554796652
step 958, loss 0.1923920044397069
step 959, loss 0.18947550765527066
step 960, loss 0.1977884332405279
step 961, loss 0.20417317987085135
step 962, loss 0.2055196053439446
step 963, loss 0.20602523118144878
step 964, loss 0.20293072160977074
step 965, loss 0.2016867157539542
step 966, loss 0.19867325038201947
step 967, loss 0.19322161415655023
step 968, loss 0.19098269229625411
step 969, loss 0.19270333455945327
step 970, loss 0.18891324377309032
step 971, loss 0.18834618278966023
step 972, loss 0.1911016051348359
step 973, loss 0.2008254418709556
step 974, loss 0.1918293832187664
step 975, loss 0.18508990914626225
step 976, loss 0.17821148315969085
step 977, loss 0.1708000334790615
step 978, loss 0.17706677609902033
step 979, loss 0.17381738389332363
step 980, loss 0.16385859115242304
step 981, loss 0.15782518786179434
step 982, loss 0.16152721734631728
step 983, loss 0.1663149305443943
step 984, loss 0.17120463325926488
step 985, loss 0.17220107323839212
step 986, loss 0.1777399683616812
step 987, loss 0.17462565791209833
step 988, loss 0.17199276946425704
step 989, loss 0.15858902763521912
step 990, loss 0.16198016909834362
step 991, loss 0.17880440689393834
step 992, loss 0.17577874157371184
step 993, loss 0.17479757362790757
step 994, loss 0.18646238947678673
step 995, loss 0.18581734929772378
step 996, loss 0.18740117848776722
step 997, loss 0.1798548695522214
step 998, loss 0.17859934840300665
step 999, loss 0.17714357740013886
step 1000, loss 0.17328685849603198
step 1001, loss 0.17833517786588832
step 1002, loss 0.18056987491303592
step 1003, loss 0.18636048227894822
step 1004, loss 0.1856881593794988
step 1005, loss 0.18698700950724184
step 1006, loss 0.18973067122264772
step 1007, loss 0.18522991732565228
step 1008, loss 0.1912821963054627
step 1009, loss 0.19064470243060797
step 1010, loss 0.19205010484103152
step 1011, loss 0.19264466062584928
step 1012, loss 0.18718151595055532
step 1013, loss 0.19683558356040246
step 1014, loss 0.20865662346428807
step 1015, loss 0.21329472169410743
step 1016, loss 0.20413422171889148
step 1017, loss 0.19831598327712774
step 1018, loss 0.20008868598481916
step 1019, loss 0.19983241072482677
step 1020, loss 0.2016813854383243
step 1021, loss 0.19684461504281875
step 1022, loss 0.19593111500198826
step 1023, loss 0.19414600424517856
step 1024, loss 0.19628527932658493
step 1025, loss 0.19837257420982152
step 1026, loss 0.19646787633864787
step 1027, loss 0.19917142382593786
step 1028, loss 0.20156501374839397
step 1029, loss 0.1979644087749599
step 1030, loss 0.19705801497082817
step 1031, loss 0.19142172596020318
step 1032, loss 0.18329912523474828
step 1033, loss 0.18507148116868619
step 1034, loss 0.19253579339422477
step 1035, loss 0.18777460063431584
step 1036, loss 0.1908901709759288
step 1037, loss 0.18853342787421226
step 1038, loss 0.1928759642481489
step 1039, loss 0.1967447127139285
step 1040, loss 0.19293010013422798
step 1041, loss 0.18932192275334686
step 1042, loss 0.19395732804604732
step 1043, loss 0.20003734163464634
step 1044, loss 0.20403981326837717
step 1045, loss 0.20494189219611328
step 1046, loss 0.20627476296070912
step 1047, loss 0.20222249348083468
step 1048, loss 0.2006730889003217
step 1049, loss 0.1922106046724981
step 1050, loss 0.18368710943299524
step 1051, loss 0.19188066901181333
step 1052, loss 0.18673758132530027
step 1053, loss 0.18588288357799745
step 1054, loss 0.1806303149248257
step 1055, loss 0.17290224827394737
step 1056, loss 0.17584633556365242
step 1057, loss 0.17842601144933048
step 1058, loss 0.18234214548429856
step 1059, loss 0.1811335253491492
step 1060, loss 0.17968916604886867
step 1061, loss 0.1867145840224959
step 1062, loss 0.1754949601498846
step 1063, loss 0.17244384396144188
step 1064, loss 0.17738702036203538
step 1065, loss 0.16873736206228968
step 1066, loss 0.17104316374840234
step 1067, loss 0.17126720507009532
step 1068, loss 0.1724747466361258
step 1069, loss 0.16416431939444545
step 1070, loss 0.17436213024713043
step 1071, loss 0.17252360339394907
step 1072, loss 0.1735916455575678
step 1073, loss 0.16839524462719438
step 1074, loss 0.16289274488299796
step 1075, loss 0.1710141518212233
step 1076, loss 0.17841320203216737
step 1077, loss 0.1838017743808496
step 1078, loss 0.1815366037472309
step 1079, loss 0.1856481734917362
step 1080, loss 0.18996195828966495
step 1081, loss 0.190107467794885
step 1082, loss 0.19433300914567986
step 1083, loss 0.19168781985821376
step 1084, loss 0.19392262473686384
step 1085, loss 0.19295615471885066
step 1086, loss 0.19248202309744472
step 1087, loss 0.20435613273743017
step 1088, loss 0.2128493357821991
step 1089, loss 0.2280949654392621
step 1090, loss 0.22628394534101082
step 1091, loss 0.22544216307917234
step 1092, loss 0.22386829876529274
step 1093, loss 0.22147948137188345
step 1094, loss 0.21571998528776518
step 1095, loss 0.21117938964490252
step 1096, loss 0.20852151431671523
step 1097, loss 0.20292518661646614
step 1098, loss 0.20130413138474734
step 1099, loss 0.20608909008150442
step 1100, loss 0.20262821236769984
step 1101, loss 0.1949419637279567
step 1102, loss 0.20620363888950854
step 1103, loss 0.20288308207224348
step 1104, loss 0.2100942380192626
step 1105, loss 0.21183740469480294
step 1106, loss 0.20756663715241616
step 1107, loss 0.20750545861183045
step 1108, loss 0.2435127502845982
step 1109, loss 0.25022445376222663
step 1110, loss 0.24270729203974006
step 1111, loss 0.23662142586667656
step 1112, loss 0.22847795157396183
step 1113, loss 0.233560410160691
step 1114, loss 0.22935003967780215
step 1115, loss 0.21882743997900198
step 1116, loss 0.2082117947655485
step 1117, loss 0.21008599573828868
step 1118, loss 0.20166454113535368
step 1119, loss 0.19633180108975423
step 1120, loss 0.20358021146635163
step 1121, loss 0.19898434805792525
step 1122, loss 0.20721731479098163
step 1123, loss 0.21298143471893455
step 1124, loss 0.21643559818521246
step 1125, loss 0.21190323548068202
step 1126, loss 0.20615856006636857
step 1127, loss 0.2008789001842854
step 1128, loss 0.19785138984982825
step 1129, loss 0.20296566802678695
step 1130, loss 0.20337751911656432
step 1131, loss 0.20427306806960438
step 1132, loss 0.20359184726404014
step 1133, loss 0.19577022538477357
step 1134, loss 0.19660712610984604
step 1135, loss 0.19779728947256292
step 1136, loss 0.19698148606575386
step 1137, loss 0.20265456710776858
step 1138, loss 0.20062102831472017
step 1139, loss 0.2005252878999924
step 1140, loss 0.20131090502168675
step 1141, loss 0.20354949879848308
step 1142, loss 0.19625178678217542
step 1143, loss 0.19190468820973944
step 1144, loss 0.19457035898904246
step 1145, loss 0.18886308496958235
step 1146, loss 0.1908498864689429
step 1147, loss 0.18620291900506253
step 1148, loss 0.18391906516436313
step 1149, loss 0.17975993719712116
step 1150, loss 0.17853625506474272
step 1151, loss 0.1788467099396619
step 1152, loss 0.1851027724261492
step 1153, loss 0.19266894910771337
step 1154, loss 0.1989359777036788
step 1155, loss 0.1939447645124926
step 1156, loss 0.19350474093351966
step 1157, loss 0.19209317130441253
step 1158, loss 0.19121505256826984
step 1159, loss 0.1864113295346675
step 1160, loss 0.18618892439635196
step 1161, loss 0.18584818221716523
step 1162, loss 0.1910451434039036
step 1163, loss 0.19084435838308572
step 1164, loss 0.19911309603911614
step 1165, loss 0.1933293687468348
step 1166, loss 0.19515050624301236
step 1167, loss 0.19556242681583944
step 1168, loss 0.19351934007145033
step 1169, loss 0.19042062411907673
step 1170, loss 0.18940878346744203
step 1171, loss 0.1887082362340363
step 1172, loss 0.19127628095446278
step 1173, loss 0.18619698185472117
step 1174, loss 0.1808516254909196
step 1175, loss 0.17697878368681894
step 1176, loss 0.17149272431122864
step 1177, loss 0.17007283898461706
step 1178, loss 0.17105833618881267
step 1179, loss 0.1670930334541973
step 1180, loss 0.1656082986545959
step 1181, loss 0.16508705932668435
step 1182, loss 0.15798786671851506
step 1183, loss 0.15808960400725391
step 1184, loss 0.15446057709489752
step 1185, loss 0.16533590071589788
step 1186, loss 0.16264002364746666
step 1187, loss 0.16887231327776853
step 1188, loss 0.1717170565517373
step 1189, loss 0.16925086878463272
step 1190, loss 0.17125077071241715
step 1191, loss 0.1696595462183849
step 1192, loss 0.1726841490287211
step 1193, loss 0.17420152820515275
step 1194, loss 0.17838234452039875
step 1195, loss 0.17275540230540226
step 1196, loss 0.17493998734236768
step 1197, loss 0.17758517320228528
step 1198, loss 0.17706758846586568
step 1199, loss 0.18077030691277046
step 1200, loss 0.18434235226605292
step 1201, loss 0.18683395926499924
step 1202, loss 0.18304315785477662
step 1203, loss 0.18788567852893565
step 1204, loss 0.18043089290188932
step 1205, loss 0.18178448718542323
step 1206, loss 0.17655981458802042
step 1207, loss 0.1756166983626397
step 1208, loss 0.16997569075066848
step 1209, loss 0.16063385624443596
step 1210, loss 0.15453144537289534
step 1211, loss 0.15617213809680577
step 1212, loss 0.16049478349857008
step 1213, loss 0.16836789009963699
step 1214, loss 0.1711537950455716
step 1215, loss 0.17382536350663638
step 1216, loss 0.17053492980280044
step 1217, loss 0.18510560498009793
step 1218, loss 0.18014010612998013
step 1219, loss 0.17264010898620133
step 1220, loss 0.17380405419185976
step 1221, loss 0.1757634233216812
step 1222, loss 0.17653625316444366
step 1223, loss 0.18339413500151036
step 1224, loss 0.18455519315291344
step 1225, loss 0.174059655845364
step 1226, loss 0.16969894908088454
step 1227, loss 0.16983589716748604
step 1228, loss 0.1606936769604344
step 1229, loss 0.16083313974019814
step 1230, loss 0.15175291853198644
step 1231, loss 0.14535211584314023
step 1232, loss 0.14579712356338784
step 1233, loss 0.15302174095997112
step 1234, loss 0.1726888519944748
step 1235, loss 0.1762949781795145
step 1236, loss 0.1818910977703155
step 1237, loss 0.18154672605948038
step 1238, loss 0.17528257137378803
step 1239, loss 0.17745542704320627
step 1240, loss 0.18197251122525343
step 1241, loss 0.17515690485832996
step 1242, loss 0.17536339038787402
step 1243, loss 0.18105327672521576
step 1244, loss 0.18849334049308575
step 1245, loss 0.1867925726898099
step 1246, loss 0.19207452865191565
step 1247, loss 0.18887607424034117
step 1248, loss 0.1857996434143791
step 1249, loss 0.18204831333502616
step 1250, loss 0.1924134366352363
step 1251, loss 0.19384400301924382
step 1252, loss 0.19452770281211468
step 1253, loss 0.19442927594520987
step 1254, loss 0.19316316326443858
step 1255, loss 0.19128869038806418
step 1256, loss 0.18881034310447625
step 1257, loss 0.18975841065455185
step 1258, loss 0.19390673542209302
step 1259, loss 0.19606132302452178
step 1260, loss 0.19320539975555884
step 1261, loss 0.19497733275048865
step 1262, loss 0.19861204588371156
step 1263, loss 0.19739830789528168
step 1264, loss 0.19654476312603247
step 1265, loss 0.19624175579374156
step 1266, loss 0.19924730614744235
step 1267, loss 0.1954984669916863
step 1268, loss 0.19399546131787015
step 1269, loss 0.18670705746380073
step 1270, loss 0.1874260481366597
step 1271, loss 0.18660796369633814
step 1272, loss 0.1849023686545051
step 1273, loss 0.18182857811721773
step 1274, loss 0.18351846021657536
step 1275, loss 0.18328103496651663
step 1276, loss 0.1947540260018779
step 1277, loss 0.20581413060383857
step 1278, loss 0.20022417679390486
step 1279, loss 0.1941859892752276
step 1280, loss 0.19324003652451988
step 1281, loss 0.18732964094625612
step 1282, loss 0.1852545687211755
step 1283, loss 0.17841275694845943
step 1284, loss 0.17543495294045353
step 1285, loss 0.17824798014692317
step 1286, loss 0.1794378789090978
step 1287, loss 0.1802769525489688
step 1288, loss 0.1816779113091362
step 1289, loss 0.1853340345273017
step 1290, loss 0.1820052529260158
step 1291, loss 0.18006011082690712
step 1292, loss 0.1914844891485133
